split,config_key,protocol,tau,policy_value
eval,intersection_laplace,conditioned,0.005709138294917621,0.016630045582900693
eval,intersection_laplace,conditioned,0.00848180789434912,0.01598035637757287
eval,intersection_laplace,conditioned,0.011063699628020207,0.016160169738021927
eval,intersection_laplace,conditioned,0.013484403862839745,0.015622817298125981
eval,intersection_laplace,conditioned,0.016214303213641056,0.01295047412490725
eval,intersection_laplace,conditioned,0.02185302704307929,0.011092928018252454
eval,intersection_laplace,conditioned,0.02521660475387651,0.011791666155334692
eval,intersection_laplace,conditioned,0.031184598566032562,0.008599285260966075
eval,intersection_laplace,conditioned,0.03529297591835339,0.00810333189727673
eval,intersection_laplace,conditioned,0.039521279513743346,0.005849609441643385
eval,intersection_laplace,conditioned,0.047656160668447925,0.004461867238708477
eval,intersection_laplace,conditioned,0.06720449854501521,0.002277407327189517
eval,team_laplace,blind,-0.23783462062587987,-0.015172890176874908
eval,team_laplace,blind,-0.17191831934817012,-0.0013669963046234457
eval,team_laplace,blind,-0.041734540682515066,0.0036028135923584503
eval,team_laplace,blind,-0.0182536183179885,0.005622551612668301
eval,team_laplace,blind,-0.01159274027332661,0.006063002568842778
eval,team_laplace,blind,-0.007147747593581632,0.005741566400881389
eval,team_laplace,blind,-0.0029882076482094103,0.00465962034299146
eval,team_laplace,blind,-0.0008773990054632745,0.005082434726570119
eval,team_laplace,blind,0.0,0.004679831858705636
eval,team_laplace,blind,0.0013545873776698565,0.004694913855599399
eval,team_laplace,blind,0.0032245618584346076,0.004761781880454202
eval,team_laplace,blind,0.0052527132215711494,0.0046164672540959404
eval,team_laplace,blind,0.007759499934444071,0.0030486613849000114
eval,team_laplace,blind,0.009961068466543552,0.0025296205065058705
eval,team_laplace,blind,0.013181652556463938,0.002753825418314143
eval,team_laplace,blind,0.01683281927924009,0.0012573655975523905
eval,team_laplace,blind,0.019078146079379302,0.0013832269451726023
eval,team_laplace,blind,0.023846629162635916,0.00014980586629417074
eval,team_laplace,blind,0.031865441889624264,0.00029201492966719007
eval,team_laplace,blind,0.042312987072940504,0.0002968170535025285
eval,team_laplace,conditioned,-0.07394536961749902,0.016128348008771637
eval,team_laplace,conditioned,-0.04309040256842819,0.016582462412478335
eval,team_laplace,conditioned,-0.01766829287050576,0.01598977348088619
eval,team_laplace,conditioned,-0.00840107245414685,0.018211290371328143
eval,team_laplace,conditioned,-0.0034046283377851504,0.017829359682211325
eval,team_laplace,conditioned,0.0,0.016872277193183276
eval,team_laplace,conditioned,0.00014363485403034567,0.016510732939944196
eval,team_laplace,conditioned,0.0023310504144233553,0.016110347125248694
eval,team_laplace,conditioned,0.0040338931779236075,0.014821875203943732
eval,team_laplace,conditioned,0.00710286429658366,0.014527600071388274
eval,team_laplace,conditioned,0.009202814829446453,0.012969292269729489
eval,team_laplace,conditioned,0.012075066617692774,0.012697216628783911
eval,team_laplace,conditioned,0.014479509021177143,0.011304532538107292
eval,team_laplace,conditioned,0.019343086803729367,0.010976492572369887
eval,team_laplace,conditioned,0.02424881525244139,0.011526718436174057
eval,team_laplace,conditioned,0.029586908980712135,0.0086973355193833
eval,team_laplace,conditioned,0.03442057835622804,0.006885965041179753
eval,team_laplace,conditioned,0.03767246644500407,0.004670524904176817
eval,team_laplace,conditioned,0.04626837712066348,0.004054549707090435
eval,team_laplace,conditioned,0.06475556884282165,0.0017939130377829374
